Date,Seafood_Type,City,Weight_kg,Temperature_C,Fuel_Cost_USD,Demand_Index,Season,Market_Price_USD_per_kg
2020-06-22,Fish,Kolkata,6.42,26.5,2.6,0.34,Low,4.25
2020-06-24,Cod,Kolkata,6.64,23.4,1.41,0.41,Low,6.29
2020-06-24,Lobster,Daman,1.41,27.4,1.56,0.52,Low,14.25
2020-06-25,Salmon,Kolkata,6.22,24.9,1.32,0.82,High,18.78
2020-06-26,Salmon,Mangalore,2.0,30.4,1.87,0.93,High,18.4
2020-06-27,Tilapia,Surat,5.71,20.3,2.15,0.83,Low,8.86
2020-06-30,Cod,Porbandar,4.83,23.6,1.21,0.3,Low,6.8
2020-07-02,Catfish,Visakhapatnam,5.94,26.1,2.37,0.86,High,10.93
2020-07-02,Crab,Mangalore,8.34,19.3,1.35,0.27,High,10.27
2020-07-03,Tilapia,Goa Town,7.14,30.8,0.94,0.52,Low,5.94
2020-07-03,Salmon,Porbandar,3.75,26.6,0.92,0.82,Low,13.54
2020-07-03,Lobster,Kolkata,0.63,26.3,0.93,0.61,Low,18.27
2020-07-03,Catfish,Porbandar,8.87,31.1,2.0,0.35,Low,1.81
2020-07-04,Tilapia,Daman,7.02,31.8,2.99,0.47,High,6.66
2020-07-05,Crab,Visakhapatnam,5.94,23.8,1.43,0.25,Low,6.26
2020-07-05,Tilapia,Surat,9.65,25.9,1.39,0.41,High,7.11
2020-07-05,Cod,Thiruvananthapuram,4.93,22.3,1.08,0.87,High,16.53
2020-07-06,Tuna,Porbandar,3.93,28.1,2.02,0.95,High,17.71
2020-07-07,Catfish,Visakhapatnam,5.76,20.9,1.78,0.45,Low,7.65
2020-07-07,Shrimp,Ernakulam,4.91,24.9,1.41,0.8,High,21.45
2020-07-10,Lobster,Mumbai,4.6,31.4,1.44,0.41,Low,10.01
2020-07-10,Tuna,Ernakulam,6.34,23.6,0.98,0.41,High,7.52
2020-07-12,Mackerel,Porbandar,3.7,31.6,2.98,0.42,High,3.8
2020-07-14,Crab,Porbandar,3.44,23.7,1.64,0.34,Low,11.56
2020-07-14,Catfish,Hyderabad,7.78,25.8,0.96,0.88,Low,9.07
2020-07-15,Salmon,Cuddalore,3.52,31.0,2.97,0.66,High,15.62
2020-07-16,Catfish,Mumbai,3.92,27.9,2.23,0.66,Low,6.8
2020-07-16,Salmon,Vishakhapatnam,0.52,22.1,2.16,0.9,Low,15.16
2020-07-17,Tilapia,Ernakulam,6.96,18.1,1.64,0.67,High,15.39
2020-07-18,Lobster,Vellore,4.49,28.8,2.67,0.21,High,7.8
2020-07-18,Shrimp,Visakhapatnam,9.87,30.5,1.67,0.59,Low,10.85
2020-07-18,Shrimp,Thiruvananthapuram,5.99,25.6,1.28,0.69,Low,12.0
2020-07-18,Lobster,Daman,0.92,24.6,2.71,0.97,Low,28.22
2020-07-18,Shrimp,Cuddalore,9.33,31.2,1.19,0.43,Low,6.95
2020-07-19,Mackerel,Thiruvananthapuram,5.55,20.4,2.84,0.96,High,17.37
2020-07-20,Fish,Porbandar,7.01,25.9,1.97,0.81,High,9.69
2020-07-21,Catfish,Ahmedabad,3.3,18.1,1.92,0.75,Low,8.32
2020-07-21,Lobster,Chennai,6.35,20.1,1.76,0.83,Low,26.82
2020-07-22,Salmon,Daman,1.45,29.9,1.85,0.97,Low,13.2
2020-07-22,Mackerel,Vellore,0.9,23.1,2.97,0.69,High,13.99
2020-07-23,Lobster,Kochi,4.54,25.4,1.35,0.4,High,15.73
2020-07-23,Salmon,Hyderabad,6.53,18.5,2.69,0.52,High,13.07
2020-07-23,Shrimp,Pondicherry,3.72,22.0,2.73,0.89,High,23.39
2020-07-24,Crab,Mumbai,7.74,28.3,2.55,0.86,High,26.02
2020-07-25,Tilapia,Vishakhapatnam,2.21,30.0,1.48,0.64,Low,6.75
2020-07-26,Fish,Surat,2.05,30.5,1.26,0.62,Low,6.21
2020-07-28,Shrimp,Goa Town,6.23,22.5,1.14,0.94,High,25.25
2020-07-30,Fish,Thiruvananthapuram,5.14,31.2,2.26,0.58,Low,5.92
2020-08-01,Salmon,Surat,3.0,28.4,1.82,0.29,Low,3.8
2020-08-01,Fish,Hyderabad,0.88,26.2,1.72,0.41,Low,5.23
2020-08-02,Fish,Bengaluru,3.06,25.6,1.19,0.44,High,6.26
2020-08-02,Catfish,Porbandar,1.35,23.2,1.19,0.3,High,4.35
2020-08-02,Fish,Panaji,9.79,26.6,1.44,0.87,Low,9.74
2020-08-02,Fish,Cuddalore,8.02,27.3,1.11,0.74,Low,9.46
2020-08-04,Fish,Cuddalore,8.82,28.1,2.35,0.63,High,7.79
2020-08-05,Catfish,Cuddalore,7.31,26.2,2.99,0.31,Low,5.23
2020-08-06,Salmon,Kolkata,3.96,26.1,1.13,0.99,High,21.63
2020-08-07,Tuna,Bengaluru,4.83,21.2,1.9,0.86,High,19.21
2020-08-08,Tuna,Kochi,1.59,21.0,1.74,0.57,High,12.05
2020-08-10,Fish,Pondicherry,8.23,26.1,1.19,0.83,Low,8.71
2020-08-11,Fish,Ahmedabad,7.77,22.9,2.2,0.42,High,5.83
2020-08-12,Cod,Porbandar,2.86,24.0,1.06,0.65,High,12.43
2020-08-13,Shrimp,Cuddalore,9.2,22.9,2.9,0.87,Low,18.12
2020-08-13,Shrimp,Ernakulam,6.95,25.1,2.38,0.86,High,20.2
2020-08-14,Salmon,Porbandar,4.54,19.3,1.66,0.66,High,13.77
2020-08-17,Tuna,Hyderabad,4.02,20.1,1.93,0.21,High,6.11
2020-08-17,Shrimp,Ahmedabad,7.62,24.4,0.98,0.97,High,22.57
2020-08-18,Lobster,Porbandar,5.93,20.1,2.89,0.96,Low,28.46
2020-08-18,Catfish,Surat,1.5,21.7,1.51,0.79,High,8.67
2020-08-21,Mackerel,Vishakhapatnam,5.31,22.4,1.5,0.91,High,16.61
2020-08-21,Lobster,Ernakulam,2.34,20.1,0.98,0.58,High,21.35
2020-08-22,Tuna,Mangalore,2.36,27.8,2.64,0.56,Low,7.64
2020-08-23,Catfish,Goa Town,2.22,23.5,2.8,0.33,Low,6.26
2020-08-23,Cod,Mumbai,2.05,22.7,0.87,0.8,High,18.48
2020-08-24,Catfish,Mumbai,8.06,23.8,2.65,0.86,Low,11.35
2020-08-24,Tilapia,Thiruvananthapuram,7.81,30.9,2.51,0.56,Low,4.8
2020-08-24,Shrimp,Cuddalore,6.88,23.9,2.58,0.26,Low,8.37
2020-08-25,Mackerel,Vishakhapatnam,5.37,18.1,2.4,0.87,Low,11.34
2020-08-25,Salmon,Bengaluru,6.54,19.4,1.32,0.97,High,21.67
2020-08-27,Catfish,Cuddalore,4.42,24.6,1.73,0.94,High,10.8
2020-08-31,Fish,Thiruvananthapuram,5.37,21.1,1.6,0.96,Low,12.51
2020-09-01,Cod,Pondicherry,2.48,26.7,0.86,0.79,Low,13.71
2020-09-01,Fish,Porbandar,2.48,23.8,0.91,0.35,Low,3.94
2020-09-03,Salmon,Kolkata,4.98,22.6,1.71,0.78,High,18.55
2020-09-05,Cod,Porbandar,2.99,31.6,1.54,0.81,Low,11.46
2020-09-06,Fish,Ahmedabad,9.24,20.4,1.23,0.37,Low,3.91
2020-09-06,Catfish,Daman,4.72,29.8,1.45,0.66,Low,3.99
2020-09-06,Mackerel,Porbandar,4.93,19.0,1.74,0.31,High,7.62
2020-09-09,Tilapia,Ahmedabad,7.45,30.2,1.54,0.6,Low,3.81
2020-09-09,Tuna,Pondicherry,7.14,22.3,0.84,0.2,Low,4.84
2020-09-09,Mackerel,Thiruvananthapuram,9.81,25.2,1.2,0.62,High,8.82
2020-09-13,Salmon,Daman,7.86,24.9,0.93,0.57,Low,12.38
2020-09-13,Shrimp,Pondicherry,8.76,22.3,2.92,0.94,Low,19.59
2020-09-13,Mackerel,Thiruvananthapuram,4.61,28.3,0.83,0.68,High,9.85
2020-09-14,Salmon,Daman,8.74,29.4,1.16,0.48,High,9.87
2020-09-15,Fish,Ahmedabad,8.8,27.8,2.65,0.69,High,9.32
2020-09-15,Cod,Vishakhapatnam,5.55,23.9,2.98,0.9,Low,14.56
2020-09-16,Crab,Pondicherry,0.85,21.8,2.56,0.89,High,25.73
2020-09-17,Tilapia,Mangalore,5.93,23.3,2.79,0.77,Low,11.41
2020-09-17,Cod,Kolkata,1.54,22.6,1.57,0.3,Low,6.7
2020-09-17,Tilapia,Porbandar,3.69,23.9,2.33,0.6,High,9.17
2020-09-17,Mackerel,Cuddalore,3.99,19.2,2.88,0.94,Low,14.16
2020-09-18,Tilapia,Bengaluru,3.36,24.7,1.05,0.33,Low,3.72
2020-09-18,Catfish,Mangalore,7.17,19.7,1.16,0.74,High,14.19
2020-09-20,Crab,Bengaluru,0.94,28.7,1.66,0.37,Low,6.89
2020-09-20,Mackerel,Hyderabad,4.06,27.1,0.81,0.82,High,11.4
2020-09-23,Shrimp,Mumbai,8.38,26.3,1.21,0.62,High,16.55
2020-09-23,Salmon,Kolkata,2.99,26.9,2.8,0.92,Low,16.25
2020-09-25,Fish,Daman,2.45,25.2,2.52,0.63,High,11.32
2020-09-26,Catfish,Ernakulam,5.12,19.1,1.77,0.87,High,12.64
2020-09-27,Cod,Pondicherry,0.79,24.5,2.74,0.92,Low,17.56
2020-09-27,Tilapia,Panaji,2.1,20.0,1.52,0.32,High,5.78
2020-09-27,Cod,Mangalore,5.65,28.8,1.8,0.84,High,14.75
2020-09-28,Fish,Mumbai,9.52,25.1,2.87,0.52,Low,8.04
2020-09-28,Mackerel,Cuddalore,9.13,20.2,1.49,0.99,High,19.13
2020-09-29,Tuna,Kochi,6.96,28.7,2.41,0.46,High,8.82
2020-10-01,Salmon,Bengaluru,4.7,28.2,0.99,0.66,Low,8.99
2020-10-01,Cod,Panaji,2.21,28.2,2.74,0.67,High,13.13
2020-10-02,Salmon,Ernakulam,4.49,27.1,0.95,0.31,Low,4.72
2020-10-03,Lobster,Cuddalore,0.5,20.6,2.83,0.65,High,23.75
2020-10-03,Shrimp,Hyderabad,4.61,27.5,2.83,0.4,High,9.72
2020-10-03,Tuna,Chennai,5.83,20.1,0.94,0.27,High,7.49
2020-10-04,Tuna,Surat,2.71,29.8,2.25,0.71,High,9.51
2020-10-08,Cod,Vishakhapatnam,6.91,29.3,2.39,0.84,Low,10.83
2020-10-09,Shrimp,Ahmedabad,1.27,30.7,1.07,0.4,High,8.03
2020-10-09,Salmon,Bengaluru,9.03,30.1,1.0,0.75,High,17.45
2020-10-09,Catfish,Visakhapatnam,7.81,29.5,1.92,0.35,Low,1.85
2020-10-10,Mackerel,Cuddalore,8.51,25.4,0.97,0.62,Low,8.21
2020-10-12,Cod,Pondicherry,2.4,31.9,2.79,0.72,Low,11.06
2020-10-13,Cod,Vishakhapatnam,4.45,18.2,2.77,0.52,Low,10.86
2020-10-13,Tuna,Panaji,2.58,25.7,1.24,0.84,Low,13.52
2020-10-15,Tilapia,Bengaluru,7.38,24.5,1.03,0.85,High,13.8
2020-10-15,Salmon,Porbandar,2.72,27.2,1.62,0.55,High,14.18
2020-10-17,Fish,Pondicherry,7.68,21.4,1.95,0.59,Low,9.87
2020-10-17,Shrimp,Porbandar,1.92,18.4,1.75,0.8,High,20.42
2020-10-17,Cod,Visakhapatnam,8.11,18.5,2.97,0.53,High,12.75
2020-10-18,Mackerel,Surat,2.09,30.4,2.67,0.79,High,13.4
2020-10-19,Catfish,Chennai,3.44,24.2,2.82,0.46,High,7.98
2020-10-19,Lobster,Pondicherry,9.65,20.6,1.49,0.75,High,31.05
2020-10-23,Fish,Bengaluru,3.9,20.4,2.94,0.74,Low,11.35
2020-10-24,Tilapia,Bengaluru,7.43,25.0,2.14,0.66,Low,8.65
2020-10-24,Cod,Thiruvananthapuram,3.54,29.3,1.19,0.6,Low,7.52
2020-10-25,Tilapia,Ahmedabad,0.72,25.0,1.34,0.87,Low,10.51
2020-10-26,Mackerel,Mangalore,6.27,19.7,1.58,0.89,Low,10.1
2020-10-26,Tilapia,Porbandar,5.65,27.2,2.68,0.62,Low,6.91
2020-10-27,Fish,Hyderabad,8.26,21.8,1.94,0.27,High,4.92
2020-11-02,Catfish,Goa Town,9.67,22.7,2.88,0.74,Low,9.47
2020-11-03,Tuna,Surat,9.51,21.6,2.0,0.83,Low,13.66
2020-11-04,Lobster,Bengaluru,6.35,22.2,1.48,0.8,Low,24.33
2020-11-04,Lobster,Vellore,5.07,22.5,2.6,0.43,High,14.26
2020-11-05,Salmon,Thiruvananthapuram,2.1,22.8,1.94,0.79,High,19.12
2020-11-05,Fish,Kolkata,4.53,18.6,2.22,0.72,High,13.68
2020-11-07,Tilapia,Daman,1.88,26.5,2.34,0.72,Low,8.57
2020-11-07,Mackerel,Goa Town,2.35,24.4,2.38,0.85,High,16.79
2020-11-07,Mackerel,Daman,4.32,18.4,0.87,0.28,High,5.35
2020-11-08,Shrimp,Porbandar,8.69,21.6,1.86,0.43,High,11.1
2020-11-11,Tuna,Ahmedabad,7.1,28.8,2.98,0.94,High,16.61
2020-11-11,Salmon,Chennai,3.47,30.9,2.84,0.48,Low,7.89
2020-11-11,Catfish,Daman,2.76,27.8,0.96,0.48,High,5.62
2020-11-11,Tilapia,Ernakulam,4.94,23.2,0.89,0.71,Low,11.05
2020-11-14,Mackerel,Porbandar,0.94,24.4,1.1,0.84,High,16.29
2020-11-15,Tuna,Vishakhapatnam,3.22,30.6,1.51,0.8,Low,12.03
2020-11-17,Fish,Cuddalore,6.78,28.2,2.97,0.37,Low,2.34
2020-11-18,Crab,Ernakulam,4.01,30.7,2.58,0.93,High,24.07
2020-11-18,Salmon,Vishakhapatnam,6.3,26.6,2.14,0.35,High,6.69
2020-11-18,Mackerel,Goa Town,6.25,19.8,1.51,0.64,High,11.78
2020-11-19,Mackerel,Porbandar,0.98,24.0,2.93,0.97,Low,11.58
2020-11-19,Tilapia,Thiruvananthapuram,1.83,30.8,1.12,0.83,High,10.25
2020-11-20,Tuna,Surat,1.08,27.8,2.99,0.56,High,12.62
2020-11-20,Cod,Cuddalore,2.82,18.7,1.96,0.55,High,13.28
2020-11-20,Mackerel,Surat,8.77,22.2,1.24,0.89,High,13.87
2020-11-21,Fish,Ernakulam,4.96,24.9,1.14,0.72,Low,9.22
2020-11-22,Crab,Visakhapatnam,8.51,20.2,2.02,0.26,High,8.85
2020-11-22,Tuna,Thiruvananthapuram,4.45,20.5,2.37,0.51,Low,8.51
2020-11-24,Crab,Pondicherry,2.02,28.8,2.73,0.71,High,20.75
2020-11-24,Lobster,Goa Town,3.11,28.6,2.54,0.29,Low,9.13
2020-11-26,Fish,Pondicherry,1.39,22.6,2.14,0.76,Low,7.25
2020-11-27,Fish,Bengaluru,5.48,22.2,2.12,0.66,Low,9.81
2020-11-27,Crab,Bengaluru,4.0,20.4,2.1,0.26,High,8.32
2020-11-29,Tilapia,Visakhapatnam,9.88,20.3,2.76,0.25,High,5.78
2020-11-30,Tuna,Kochi,1.15,25.7,2.97,0.43,High,10.99
2020-11-30,Catfish,Ernakulam,5.27,27.6,2.77,0.55,High,10.45
2020-12-01,Salmon,Surat,6.52,27.5,2.62,0.21,High,6.57
2020-12-03,Cod,Chennai,8.43,21.8,2.64,0.6,High,16.35
2020-12-03,Cod,Surat,1.87,20.8,2.06,0.33,Low,7.94
2020-12-03,Mackerel,Kochi,1.02,31.8,0.86,0.69,High,9.3
2020-12-04,Lobster,Vellore,6.8,28.7,1.42,0.73,High,24.34
2020-12-04,Lobster,Vellore,7.17,22.1,2.84,0.91,High,33.3
2020-12-05,Mackerel,Thiruvananthapuram,4.11,29.8,1.99,0.48,Low,5.85
2020-12-06,Mackerel,Thiruvananthapuram,4.68,28.2,2.18,0.4,High,6.66
2020-12-07,Crab,Vishakhapatnam,8.05,30.4,1.05,0.63,High,15.21
2020-12-08,Tilapia,Surat,9.08,21.4,1.54,0.61,Low,8.05
2020-12-08,Tilapia,Chennai,4.2,31.9,2.03,0.43,Low,4.62
2020-12-09,Shrimp,Daman,7.75,24.0,1.82,0.57,Low,10.97
2020-12-10,Lobster,Vishakhapatnam,5.07,22.0,1.57,0.58,High,20.73
2020-12-11,Crab,Chennai,5.5,19.9,1.93,0.51,Low,12.76
2020-12-11,Tuna,Surat,6.83,29.0,2.77,0.37,Low,5.3
2020-12-12,Tuna,Surat,5.69,29.1,1.92,0.26,High,3.91
2020-12-13,Crab,Visakhapatnam,4.53,20.8,2.91,0.98,Low,23.0
2020-12-16,Catfish,Mangalore,3.94,30.4,1.91,0.53,High,6.04
2020-12-17,Cod,Vellore,2.27,29.6,2.52,0.96,Low,14.55
2020-12-17,Mackerel,Daman,1.7,29.2,0.96,0.85,High,13.44
2020-12-17,Salmon,Ahmedabad,4.75,23.6,1.3,0.38,Low,7.75
2020-12-17,Shrimp,Cuddalore,7.77,25.8,0.81,0.43,High,9.01
2020-12-18,Mackerel,Hyderabad,1.59,21.1,1.12,0.96,High,19.34
2020-12-18,Tilapia,Goa Town,5.66,30.4,2.61,1.0,High,17.8
2020-12-19,Tilapia,Thiruvananthapuram,0.51,26.9,1.87,0.68,High,9.72
2020-12-19,Shrimp,Ahmedabad,1.97,24.9,1.38,0.69,Low,12.19
2020-12-20,Mackerel,Mumbai,2.18,20.1,2.54,0.61,High,13.92
2020-12-20,Cod,Vellore,5.7,27.2,1.75,0.73,Low,10.76
2020-12-20,Lobster,Chennai,7.62,20.7,0.9,0.58,Low,18.72
2020-12-22,Salmon,Thiruvananthapuram,6.04,24.8,2.78,0.57,High,13.97
2020-12-23,Tuna,Thiruvananthapuram,7.84,29.3,1.64,0.98,Low,11.26
2020-12-23,Tuna,Porbandar,7.89,27.0,1.4,0.59,Low,8.25
2020-12-24,Salmon,Kolkata,4.59,29.0,1.45,0.59,Low,8.04
2020-12-26,Shrimp,Visakhapatnam,0.74,20.1,2.66,0.48,Low,9.14
2020-12-27,Crab,Daman,8.97,19.2,1.01,0.3,Low,7.81
2020-12-27,Shrimp,Vishakhapatnam,4.63,18.6,1.95,0.7,High,18.2
2020-12-28,Catfish,Daman,9.64,24.6,2.82,0.45,Low,5.44
2020-12-31,Cod,Ernakulam,9.11,26.3,1.76,0.68,High,14.3
2020-12-31,Catfish,Mangalore,1.67,23.8,1.14,0.95,Low,7.77
2020-12-31,Shrimp,Chennai,9.52,29.2,0.94,0.58,Low,10.9
2021-01-02,Catfish,Daman,1.29,29.6,0.99,0.7,High,8.94
2021-01-04,Catfish,Thiruvananthapuram,4.36,22.9,2.05,0.82,Low,9.38
2021-01-05,Tilapia,Mumbai,0.98,18.3,1.47,0.78,Low,13.48
2021-01-05,Tilapia,Kolkata,8.56,26.9,2.9,0.92,Low,12.05
2021-01-06,Mackerel,Visakhapatnam,8.04,31.2,1.94,0.86,High,12.09
2021-01-07,Cod,Cuddalore,7.69,22.5,1.44,0.98,Low,15.93
2021-01-07,Tuna,Daman,2.97,21.5,1.49,0.99,High,20.79
2021-01-07,Cod,Pondicherry,6.13,21.6,2.39,0.44,High,11.77
2021-01-10,Crab,Daman,8.33,27.6,1.88,0.22,Low,3.33
2021-01-12,Salmon,Chennai,7.11,18.6,0.92,0.43,Low,8.36
2021-01-15,Crab,Vishakhapatnam,1.47,24.3,1.85,0.39,High,9.95
2021-01-16,Fish,Ernakulam,9.33,21.4,1.18,0.41,Low,4.7
2021-01-16,Cod,Daman,3.85,21.3,2.33,0.55,High,13.43
2021-01-16,Tuna,Daman,2.86,22.0,2.44,0.74,Low,9.88
2021-01-17,Lobster,Chennai,4.6,20.9,1.35,0.47,High,19.12
2021-01-17,Tilapia,Kolkata,9.16,24.1,1.93,0.55,High,11.86
2021-01-17,Mackerel,Mumbai,9.42,18.8,2.02,0.71,Low,13.31
2021-01-18,Tilapia,Ernakulam,9.96,25.9,1.4,0.64,High,9.46
2021-01-19,Fish,Kolkata,2.37,23.6,0.82,0.34,High,6.98
2021-01-19,Crab,Porbandar,8.6,31.9,0.85,0.33,Low,6.92
2021-01-20,Tilapia,Surat,2.46,25.0,0.97,0.66,Low,5.31
2021-01-22,Catfish,Vishakhapatnam,4.4,28.0,1.01,0.67,Low,4.97
2021-01-23,Mackerel,Kochi,8.06,24.4,2.55,0.82,Low,11.81
2021-01-25,Catfish,Daman,3.44,30.5,1.92,0.51,Low,4.32
2021-01-27,Lobster,Goa Town,4.85,31.1,1.18,0.28,High,7.68
2021-01-27,Crab,Goa Town,5.59,21.1,1.26,0.28,High,11.53
2021-01-28,Shrimp,Daman,0.68,18.3,1.6,0.54,Low,12.89
2021-01-28,Mackerel,Ernakulam,0.8,24.6,2.5,0.64,Low,10.75
2021-01-29,Tuna,Kolkata,2.49,27.5,2.91,0.75,Low,10.93
2021-02-02,Salmon,Pondicherry,3.89,22.6,1.44,0.83,High,18.43
2021-02-02,Lobster,Thiruvananthapuram,3.97,23.5,2.21,0.67,High,26.46
2021-02-04,Crab,Visakhapatnam,6.71,24.8,2.23,0.41,Low,9.2
2021-02-05,Cod,Surat,3.86,23.2,1.48,0.78,High,14.43
2021-02-07,Lobster,Kochi,7.58,18.1,2.23,0.27,High,13.64
2021-02-08,Salmon,Chennai,2.0,18.9,2.66,0.28,Low,8.01
2021-02-08,Crab,Kochi,3.86,29.3,2.89,0.36,Low,8.37
2021-02-08,Tuna,Bengaluru,0.77,27.8,2.9,0.2,High,6.59
2021-02-09,Shrimp,Vellore,9.07,31.9,1.85,0.61,High,14.61
2021-02-10,Cod,Vishakhapatnam,9.72,28.8,2.16,0.33,Low,3.15
2021-02-10,Shrimp,Chennai,3.42,23.4,0.93,0.79,High,18.98
2021-02-10,Cod,Vishakhapatnam,7.44,21.5,2.85,0.41,Low,9.46
2021-02-11,Crab,Cuddalore,4.17,30.1,1.47,0.48,Low,8.38
2021-02-11,Salmon,Kochi,6.49,25.3,1.22,0.54,Low,9.98
2021-02-13,Tilapia,Visakhapatnam,4.36,26.6,2.11,0.78,Low,9.38
2021-02-13,Shrimp,Visakhapatnam,7.26,22.7,1.68,0.78,Low,13.72
2021-02-14,Fish,Mangalore,4.35,26.5,1.29,0.99,High,14.62
2021-02-14,Tilapia,Daman,4.31,29.4,2.93,0.95,Low,13.08
2021-02-16,Crab,Vellore,2.63,23.8,2.61,0.87,High,23.26
2021-02-16,Lobster,Ahmedabad,0.97,32.0,1.56,0.45,Low,10.96
2021-02-17,Tilapia,Panaji,3.21,31.5,1.98,0.76,Low,7.95
2021-02-17,Tuna,Goa Town,3.88,21.1,2.45,0.59,Low,10.74
2021-02-18,Tuna,Vellore,4.14,19.8,2.53,0.26,Low,4.65
2021-02-18,Mackerel,Chennai,0.77,23.6,2.71,0.82,Low,11.49
2021-02-20,Tuna,Ahmedabad,1.64,20.0,2.26,0.44,High,10.45
2021-02-22,Tilapia,Vishakhapatnam,9.67,28.9,2.05,0.59,High,10.13
2021-02-22,Lobster,Porbandar,1.54,25.7,2.22,0.92,High,34.28
2021-02-23,Cod,Ernakulam,9.66,24.3,1.61,0.29,High,6.27
2021-02-25,Salmon,Ahmedabad,6.51,20.4,1.75,0.3,High,7.65
2021-02-26,Fish,Mangalore,7.87,26.9,2.22,0.5,Low,6.31
2021-02-26,Tilapia,Kochi,4.49,19.5,2.82,0.92,Low,14.86
2021-02-26,Cod,Mumbai,9.12,22.3,2.63,0.76,High,19.37
2021-02-27,Tilapia,Thiruvananthapuram,5.59,26.5,1.64,0.81,Low,11.04
2021-03-01,Salmon,Porbandar,8.98,28.5,2.75,0.93,Low,14.92
2021-03-01,Mackerel,Panaji,2.6,28.3,1.83,0.4,Low,5.6
2021-03-03,Tilapia,Thiruvananthapuram,3.02,27.7,1.32,0.29,High,3.21
2021-03-03,Mackerel,Hyderabad,1.07,28.7,2.65,0.74,High,11.94
2021-03-04,Shrimp,Panaji,3.84,29.0,1.72,0.46,Low,10.68
2021-03-05,Tuna,Kochi,1.46,26.7,2.76,0.62,Low,13.48
2021-03-06,Catfish,Pondicherry,7.72,20.3,1.9,0.61,High,8.0
2021-03-06,Catfish,Vellore,4.31,21.2,2.7,0.97,High,12.91
2021-03-07,Crab,Mangalore,6.72,30.1,1.02,0.67,Low,11.19
2021-03-08,Lobster,Kochi,0.55,21.9,1.72,0.8,Low,25.47
2021-03-09,Crab,Panaji,8.28,28.5,2.2,0.65,Low,14.93
2021-03-10,Mackerel,Ahmedabad,5.62,24.1,1.41,0.32,High,5.03
2021-03-11,Shrimp,Mangalore,4.29,29.3,1.55,0.36,Low,6.8
2021-03-11,Tuna,Hyderabad,5.76,30.4,2.68,0.36,Low,5.09
2021-03-12,Lobster,Cuddalore,7.32,19.1,2.9,0.75,Low,22.75
2021-03-14,Lobster,Chennai,2.45,29.1,2.56,0.47,High,18.67
2021-03-14,Crab,Mumbai,1.77,24.5,1.44,0.26,High,9.72
2021-03-15,Catfish,Vellore,7.3,18.4,2.37,0.6,Low,8.49
2021-03-18,Crab,Daman,9.52,30.9,1.74,0.96,Low,19.95
2021-03-18,Salmon,Vishakhapatnam,1.25,21.7,1.65,0.55,Low,11.56
2021-03-19,Mackerel,Vishakhapatnam,7.24,18.7,1.33,0.62,Low,10.15
2021-03-19,Tuna,Vishakhapatnam,2.73,25.2,1.16,0.86,High,13.2
2021-03-23,Salmon,Hyderabad,8.76,18.9,1.78,0.94,High,23.91
2021-03-24,Crab,Daman,7.84,27.1,1.34,0.65,High,16.67
2021-03-24,Fish,Ernakulam,3.65,18.9,0.98,0.82,Low,9.58
2021-03-26,Cod,Mumbai,1.01,19.2,2.48,0.86,High,21.75
2021-03-27,Fish,Vellore,1.67,18.4,1.28,0.89,Low,10.55
2021-03-30,Tilapia,Visakhapatnam,2.22,28.1,2.09,0.33,High,2.78
2021-03-30,Catfish,Panaji,5.88,24.8,1.4,0.91,Low,9.47
2021-03-30,Catfish,Kolkata,8.11,20.2,1.64,0.46,Low,5.66
2021-03-30,Tuna,Cuddalore,3.23,19.3,2.37,0.53,High,14.23
2021-03-31,Cod,Surat,7.2,23.7,1.5,0.85,High,16.27
2021-03-31,Catfish,Vellore,6.28,25.1,2.4,0.34,High,5.86
2021-04-02,Tuna,Hyderabad,8.27,31.9,1.12,0.28,Low,0.92
2021-04-03,Mackerel,Kolkata,2.04,26.9,2.43,0.46,Low,5.56
2021-04-03,Cod,Ahmedabad,2.58,27.1,1.67,0.28,Low,4.04
2021-04-04,Mackerel,Thiruvananthapuram,6.51,20.6,2.01,0.42,Low,8.59
2021-04-07,Shrimp,Ahmedabad,8.32,30.5,2.23,0.7,High,15.36
2021-04-07,Salmon,Thiruvananthapuram,9.73,31.0,2.04,0.86,Low,14.32
2021-04-08,Cod,Ernakulam,6.62,28.3,1.02,0.36,Low,6.13
2021-04-09,Tilapia,Vishakhapatnam,4.49,30.7,2.24,0.23,High,6.11
2021-04-10,Cod,Kochi,6.37,31.8,2.55,0.26,High,3.59
2021-04-12,Tilapia,Pondicherry,1.64,31.0,2.74,0.62,High,7.81
2021-04-12,Lobster,Visakhapatnam,4.82,19.3,2.99,0.49,High,21.17
2021-04-12,Fish,Ernakulam,6.69,28.2,1.63,0.46,Low,7.13
2021-04-12,Cod,Porbandar,5.08,31.4,2.63,0.51,Low,8.31
2021-04-13,Cod,Ahmedabad,4.92,23.9,2.12,0.43,High,8.3
2021-04-14,Salmon,Kochi,1.15,31.7,2.01,0.35,Low,6.57
2021-04-16,Tuna,Vishakhapatnam,2.93,28.9,2.27,0.58,High,11.57
2021-04-16,Tilapia,Goa Town,5.86,27.3,0.96,0.24,Low,4.86
2021-04-16,Shrimp,Daman,9.64,24.3,2.95,0.3,High,10.47
2021-04-18,Fish,Thiruvananthapuram,9.3,30.5,2.24,0.72,High,10.03
2021-04-19,Tilapia,Vishakhapatnam,5.07,22.1,2.15,0.6,Low,7.42
